Date,Time,Nitrogen dioxide,Ozone,PM10,PM2.5,Sulphur dioxide
1/1/2024,12:00:00 AM,8.92151,62.33236,no data,no data,2.18837
1/1/2024,1:00:00 AM,8.78182,63.33021,no data,no data,1.48809
1/1/2024,2:00:00 AM,8.25901,61.61724,no data,no data,1.31302
1/1/2024,3:00:00 AM,7.36963,63.01423,no data,no data,0.91912
1/1/2024,4:00:00 AM,7.84072,63.56305,no data,no data,1.05042
1/1/2024,5:00:00 AM,7.99774,63.56305,no data,no data,0.91912
1/1/2024,6:00:00 AM,9.51257,62.36563,no data,no data,0.78781
1/1/2024,7:00:00 AM,9.87941,59.52175,no data,no data,0.91912
1/1/2024,8:00:00 AM,14.27005,55.08132,no data,no data,0.19695
1/1/2024,9:00:00 AM,14.42788,55.77982,no data,no data,0.39391
1/1/2024,10:00:00 AM,18.03684,52.23745,no data,no data,0.59086
1/1/2024,11:00:00 AM,13.17698,59.2224,no data,no data,0.59086
1/1/2024,12:00:00 PM,14.1706,57.92519,no data,no data,0.52521
1/1/2024,1:00:00 PM,14.63742,58.37423,no data,no data,0.39391
1/1/2024,2:00:00 PM,18.03311,54.08347,no data,no data,0.72216
1/1/2024,3:00:00 PM,24.93113,48.04648,no data,no data,0.98477
1/1/2024,4:00:00 PM,28.32816,44.95314,no data,no data,0.85347
1/1/2024,5:00:00 PM,27.75363,48.5953,no data,no data,0.91912
1/1/2024,6:00:00 PM,19.33972,55.13121,no data,no data,1.11607
1/1/2024,7:00:00 PM,14.42548,59.92089,no data,no data,1.24737
1/1/2024,8:00:00 PM,15.57639,59.27229,no data,no data,1.50998
1/1/2024,9:00:00 PM,12.23162,61.56735,no data,no data,1.77258
1/1/2024,10:00:00 PM,12.28121,66.40692,no data,no data,2.03518
1/1/2024,11:00:00 PM,8.93804,75.28778,no data,no data,2.10084
2/1/2024,12:00:00 AM,7.66531,75.10484,no data,no data,0.52511
2/1/2024,1:00:00 AM,7.94435,72.44391,no data,no data,0.52511
2/1/2024,2:00:00 AM,4.54688,76.83445,no data,no data,0.52511
2/1/2024,3:00:00 AM,4.39173,79.32908,no data,no data,0.32819
2/1/2024,4:00:00 AM,7.63038,70.74757,no data,no data,0.32819
2/1/2024,5:00:00 AM,7.21343,71.24649,no data,no data,0.39383
2/1/2024,6:00:00 AM,10.19216,68.5024,no data,no data,0.45947
2/1/2024,7:00:00 AM,19.75673,57.02713,no data,no data,0.52511
2/1/2024,8:00:00 AM,41.71537,38.11787,no data,no data,0.78766
2/1/2024,9:00:00 AM,47.99388,33.72733,no data,no data,0.85329
2/1/2024,10:00:00 AM,41.55942,38.51701,no data,no data,1.31276
2/1/2024,11:00:00 AM,17.97984,67.10541,no data,no data,1.31276
2/1/2024,12:00:00 PM,15.6295,67.95359,no data,no data,1.44404
2/1/2024,1:00:00 PM,11.65849,69.55015,no data,no data,2.03478
2/1/2024,2:00:00 PM,10.03593,73.54155,10.55,6.368,2.23169
2/1/2024,3:00:00 PM,7.58055,80.42671,5.8,2.311,2.29733
2/1/2024,4:00:00 PM,9.82907,81.12521,4,1.439,2.16605
2/1/2024,5:00:00 PM,17.9836,73.14241,3.95,2.17,1.50967
2/1/2024,6:00:00 PM,16.25654,73.69122,6.05,3.349,1.11585
2/1/2024,7:00:00 PM,18.19181,70.19875,8.35,4.835,1.05021
2/1/2024,8:00:00 PM,14.74038,70.39832,12.225,6.604,0.98457
2/1/2024,9:00:00 PM,11.44813,69.89939,12.725,7.005,0.98457
2/1/2024,10:00:00 PM,8.62535,69.10111,13.25,7.146,0.85329
2/1/2024,11:00:00 PM,6.89964,69.25079,12,6.486,0.72202
3/1/2024,12:00:00 AM,6.20222,69.91602,11.5,6.061,1.05
3/1/2024,1:00:00 AM,6.62061,68.31946,14.675,7.594,1.05
3/1/2024,2:00:00 AM,6.27316,71.24649,16.025,8.561,1.05
3/1/2024,3:00:00 AM,6.68956,71.89509,12.875,6.958,0.98437
3/1/2024,4:00:00 AM,5.43574,74.43961,10.4,5.401,1.05
3/1/2024,5:00:00 AM,6.37631,72.94284,8.6,4.434,0.98437
3/1/2024,6:00:00 AM,8.93728,68.05337,9.025,4.481,0.91875
3/1/2024,7:00:00 AM,13.69426,62.46541,13.9,6.392,0.91875
3/1/2024,8:00:00 AM,19.49876,56.22885,17.975,8.868,1.18125
3/1/2024,9:00:00 AM,18.09008,57.72562,21.4,10.495,1.18125
3/1/2024,10:00:00 AM,15.68695,61.41767,17.75,8.962,1.05
3/1/2024,11:00:00 AM,13.90897,64.5609,14.5,7.5,1.24687
3/1/2024,12:00:00 PM,32.27117,53.03573,7.95,4.222,1.18125
3/1/2024,1:00:00 PM,29.08071,53.2353,7.975,4.434,1.44375
3/1/2024,2:00:00 PM,22.69356,60.22025,6.775,3.632,1.24687
3/1/2024,3:00:00 PM,25.56534,59.67143,7.15,3.656,1.18125
3/1/2024,4:00:00 PM,36.33503,51.53895,7.1,4.175,0.98437
3/1/2024,5:00:00 PM,36.58789,44.65379,10.25,5.731,0.85312
3/1/2024,6:00:00 PM,30.15906,51.2396,10.225,6.274,0.72187
3/1/2024,7:00:00 PM,42.18961,46.20046,6.825,4.764,0.65625
3/1/2024,8:00:00 PM,29.47813,44.50411,8.275,5.873,0.2625
3/1/2024,9:00:00 PM,25.55992,47.34798,7,4.859,0.19688
3/1/2024,10:00:00 PM,29.11507,41.31099,6.65,4.057,0.39375
3/1/2024,11:00:00 PM,29.99796,36.92045,8.15,4.859,0.45937
4/1/2024,12:00:00 AM,14.56392,49.55988,7.25,3.986,0.9623
4/1/2024,1:00:00 AM,9.54683,56.47831,4.85,2.83,0.52489
4/1/2024,2:00:00 AM,8.10124,59.42197,3.975,2.241,0.78734
4/1/2024,3:00:00 AM,6.4811,63.51315,5.075,2.594,0.45928
4/1/2024,4:00:00 AM,6.84633,64.21165,7.325,3.679,0.45928
4/1/2024,5:00:00 AM,10.08688,60.5196,8.725,4.717,0.32806
4/1/2024,6:00:00 AM,12.75264,56.17896,10.975,5.566,0.26245
4/1/2024,7:00:00 AM,15.41812,53.43487,11.175,5.873,0.26245
4/1/2024,8:00:00 AM,22.42422,46.05078,12.575,6.132,0.32806
4/1/2024,9:00:00 AM,24.52367,46.30024,15.775,6.722,0.26245
4/1/2024,10:00:00 AM,25.78187,46.10067,17.65,7.335,0.45928
4/1/2024,11:00:00 AM,24.89164,49.49336,21.725,10.731,0.72173
4/1/2024,12:00:00 PM,27.23868,49.04433,19.85,8.939,0.78734
4/1/2024,1:00:00 PM,39.41926,38.46712,21.2,9.976,0.78734
4/1/2024,2:00:00 PM,47.90242,29.48647,22.425,9.953,1.50907
4/1/2024,3:00:00 PM,49.58603,25.14582,19.9,9.576,1.44345
4/1/2024,4:00:00 PM,47.96534,31.63185,12.475,6.557,1.44345
4/1/2024,5:00:00 PM,39.74482,40.01379,8,5.613,1.37784
4/1/2024,6:00:00 PM,29.49763,48.89465,5.875,4.363,1.37784
4/1/2024,7:00:00 PM,31.00532,45.85121,5.05,3.75,1.37784
4/1/2024,8:00:00 PM,36.96826,33.32819,5.1,4.363,1.44345
4/1/2024,9:00:00 PM,43.18371,27.49077,5.675,4.575,1.7059
4/1/2024,10:00:00 PM,36.28431,33.67744,3.675,3.09,1.64029
4/1/2024,11:00:00 PM,20.86236,53.18541,2.2,1.722,1.57468
5/1/2024,12:00:00 AM,12.69422,61.93322,1.25,0.967,1.4869
5/1/2024,1:00:00 AM,8.36979,71.04692,1.175,0.873,1.13704
5/1/2024,2:00:00 AM,7.47918,76.18585,1.4,0.943,1.18077
5/1/2024,3:00:00 AM,8.36805,70.09896,1.625,1.226,0.91838
5/1/2024,4:00:00 AM,15.78862,49.54325,3.825,3.208,0.98398
5/1/2024,5:00:00 AM,21.38888,34.22626,12.5,10,1.18077
5/1/2024,6:00:00 AM,25.58353,30.38453,11.275,8.962,1.11517
5/1/2024,7:00:00 AM,25.26145,31.58195,11.675,8.915,0.98398
5/1/2024,8:00:00 AM,37.67595,23.2998,12.825,9.929,1.44316
5/1/2024,9:00:00 AM,44.07879,19.40818,12.225,8.844,1.31197
5/1/2024,10:00:00 AM,36.48599,22.80087,11.4,8.396,1.24637
5/1/2024,11:00:00 AM,31.27304,26.94195,11.325,8.184,1.31197
5/1/2024,12:00:00 PM,35.14672,24.89636,12.875,7.5,1.31197
5/1/2024,1:00:00 PM,35.49869,24.34754,13.35,8.09,1.11517
5/1/2024,2:00:00 PM,33.65766,26.99184,10.875,7.241,1.04957
5/1/2024,3:00:00 PM,38.67788,21.65335,10.225,6.769,0.91838
5/1/2024,4:00:00 PM,40.75974,17.21291,10.7,6.934,0.85278
5/1/2024,5:00:00 PM,43.41888,14.51872,10.075,6.25,0.72158
5/1/2024,6:00:00 PM,45.21042,12.52302,11.35,8.09,0.72158
5/1/2024,7:00:00 PM,40.14236,18.75958,9.3,7.5,0.52479
5/1/2024,8:00:00 PM,33.99748,23.00044,9.225,7.429,0.32799
5/1/2024,9:00:00 PM,28.13209,27.34109,7.6,5.967,0.1312
5/1/2024,10:00:00 PM,30.11939,21.75313,8.4,6.533,0.26239
5/1/2024,11:00:00 PM,31.22306,18.6598,11.425,9.175,0.1312
6/1/2024,12:00:00 AM,29.98292,18.89263,9.775,7.594,1.57405
6/1/2024,1:00:00 AM,22.65255,25.14582,8.275,6.439,1.57405
6/1/2024,2:00:00 AM,25.72247,20.95485,10.2,8.16,1.57405
6/1/2024,3:00:00 AM,26.50711,21.75313,8.775,6.887,1.63963
6/1/2024,4:00:00 AM,18.24601,35.47357,6.825,5.189,1.7708
6/1/2024,5:00:00 AM,18.82275,35.87271,6.4,4.764,1.57405
6/1/2024,6:00:00 AM,25.25803,29.63615,7.225,4.623,no data
6/1/2024,7:00:00 AM,22.64535,30.38453,6.475,4.222,1.4866
6/1/2024,8:00:00 AM,31.70585,25.44518,6.875,4.009,1.24612
6/1/2024,9:00:00 AM,32.77237,26.5927,9.1,4.34,1.37729
6/1/2024,10:00:00 AM,29.64635,28.73808,7.825,4.08,1.37729
6/1/2024,11:00:00 AM,22.3013,37.96819,6.175,3.231,1.24612
6/1/2024,12:00:00 PM,24.07709,37.36948,4.9,2.948,0.91819
6/1/2024,1:00:00 PM,30.41009,30.98324,6.775,4.269,0.78702
6/1/2024,2:00:00 PM,26.16111,34.67529,6.05,3.962,1.04936
6/1/2024,3:00:00 PM,31.18498,30.5841,6.575,4.316,0.65585
6/1/2024,4:00:00 PM,28.66539,32.13077,6.25,3.939,0.4591
6/1/2024,5:00:00 PM,36.41091,25.04604,7.175,5,0.65585
6/1/2024,6:00:00 PM,34.04863,24.79657,8.55,6.91,0.32793
6/1/2024,7:00:00 PM,31.38091,25.9441,9.95,7.877,0.32793
6/1/2024,8:00:00 PM,32.42654,24.99614,10.725,8.491,0.65585
6/1/2024,9:00:00 PM,25.78252,30.23486,9.075,7.594,0.32793
6/1/2024,10:00:00 PM,26.20473,33.57765,6.95,5.354,0.19676
6/1/2024,11:00:00 PM,16.8399,50.49121,5.925,3.726,0.13117
7/1/2024,12:00:00 AM,16.93919,51.42254,7.275,4.009,0.78687
7/1/2024,1:00:00 AM,16.52228,51.82168,8.3,4.104,1.13658
7/1/2024,2:00:00 AM,16.41468,54.33293,7.95,3.868,0.98358
7/1/2024,3:00:00 AM,11.24157,62.06627,6.625,3.09,0.85244
7/1/2024,4:00:00 AM,17.56567,55.68003,6.9,3.231,0.72129
7/1/2024,5:00:00 AM,17.19736,57.12691,5.475,2.83,0.98358
7/1/2024,6:00:00 AM,16.88665,56.5282,6.175,2.759,0.85244
7/1/2024,7:00:00 AM,17.04679,52.63659,5.7,2.877,0.65572
7/1/2024,8:00:00 AM,21.50268,46.84906,5.225,2.901,0.78687
7/1/2024,9:00:00 AM,27.1135,43.45637,5.8,2.759,0.85244
7/1/2024,10:00:00 AM,21.04617,49.2439,6.2,3.184,0.65572
7/1/2024,11:00:00 AM,17.69435,58.37423,8.675,3.939,0.59015
7/1/2024,12:00:00 PM,15.38338,64.26154,10.025,4.599,0.52458
7/1/2024,1:00:00 PM,19.14958,60.46971,10.1,4.976,0.45901
7/1/2024,2:00:00 PM,19.25409,62.5652,10.85,4.976,0.26229
7/1/2024,3:00:00 PM,22.70733,60.71917,10.9,5.354,0.45901
7/1/2024,4:00:00 PM,23.59452,58.62369,10.875,5.59,0.26229
7/1/2024,5:00:00 PM,23.48467,56.97724,11.6,6.297,0.45901
7/1/2024,6:00:00 PM,22.79554,54.08347,10.925,6.745,0.39343
7/1/2024,7:00:00 PM,31.2199,44.25465,13.05,8.042,0.39343
7/1/2024,8:00:00 PM,33.72667,40.71228,13.45,8.09,0.39343
7/1/2024,9:00:00 PM,31.21906,40.81207,12.675,7.642,0.32786
7/1/2024,10:00:00 PM,26.19933,45.20261,11.375,7.099,0.39343
7/1/2024,11:00:00 PM,22.43201,48.14626,8.8,5.259,0.19672
8/1/2024,12:00:00 AM,14.71053,56.67788,7.275,3.538,0.43706
8/1/2024,1:00:00 AM,16.93889,55.21437,6.85,3.09,0.34965
8/1/2024,2:00:00 AM,19.18731,51.93809,7.075,3.491,0.52447
8/1/2024,3:00:00 AM,17.51576,52.18756,7.25,3.632,0.65559
8/1/2024,4:00:00 AM,17.36353,53.48476,6.475,3.443,0.65559
8/1/2024,5:00:00 AM,21.02186,50.64089,6.15,3.113,0.72115
8/1/2024,6:00:00 AM,23.96082,52.18756,6.275,2.972,0.72115
8/1/2024,7:00:00 AM,29.1947,47.84691,6.775,3.137,0.65559
8/1/2024,8:00:00 AM,33.85775,44.50411,8.225,3.396,0.59003
8/1/2024,9:00:00 AM,34.22522,42.15916,9.95,4.009,0.59003
8/1/2024,10:00:00 AM,28.52844,46.89895,10.95,4.882,0.52447
8/1/2024,11:00:00 AM,21.77439,48.39573,11.35,5.33,0.59003
8/1/2024,12:00:00 PM,23.24231,46.5497,11.05,5.259,0.52447
8/1/2024,1:00:00 PM,22.61272,45.60175,10.85,6.274,0.65559
8/1/2024,2:00:00 PM,18.10756,51.08992,10.3,5.189,0.65559
8/1/2024,3:00:00 PM,19.57123,48.64519,9.475,4.717,0.32779
8/1/2024,4:00:00 PM,26.47552,43.45637,8.6,5.142,0.52447
8/1/2024,5:00:00 PM,25.84224,45.35228,9.9,5.896,0.59003
8/1/2024,6:00:00 PM,22.54203,47.74712,10.45,6.132,0.52447
8/1/2024,7:00:00 PM,19.03594,49.49336,12.15,7.052,0.45891
8/1/2024,8:00:00 PM,21.28398,45.60175,14.4,7.995,0.39335
8/1/2024,9:00:00 PM,20.92274,46.89895,14.95,7.925,0.65559
8/1/2024,10:00:00 PM,26.01232,44.20476,16.6,8.184,0.72115
8/1/2024,11:00:00 PM,25.48043,44.95314,17.225,8.491,0.72115
9/1/2024,12:00:00 AM,19.32457,47.76375,16.75,8.491,0.96134
9/1/2024,1:00:00 AM,15.55087,50.29164,16.45,8.113,0.78655
9/1/2024,2:00:00 AM,23.43367,46.69938,15.225,7.948,0.721
9/1/2024,3:00:00 AM,20.60969,48.04648,14.925,7.783,0.65546
9/1/2024,4:00:00 AM,17.04871,49.59315,14.475,7.642,0.721
9/1/2024,5:00:00 AM,15.01225,49.29379,14.95,7.571,0.26218
9/1/2024,6:00:00 AM,18.72798,46.00089,14.15,7.571,0.52437
9/1/2024,7:00:00 AM,22.18502,42.40863,15.475,7.925,0.78655
9/1/2024,8:00:00 AM,26.37732,40.41293,16.225,7.901,0.721
9/1/2024,9:00:00 AM,31.69154,37.56905,16.35,7.618,0.78655
9/1/2024,10:00:00 AM,28.96806,37.56905,17.375,7.759,0.91764
9/1/2024,11:00:00 AM,21.37727,49.49336,18.9,9.057,0.98318
9/1/2024,12:00:00 PM,22.733,50.5411,17.075,7.359,0.98318
9/1/2024,1:00:00 PM,23.35433,50.29164,16.925,7.759,0.98318
9/1/2024,2:00:00 PM,25.92162,47.29809,17.45,7.665,1.11428
9/1/2024,3:00:00 PM,30.52481,45.00304,16.725,7.217,1.17982
9/1/2024,4:00:00 PM,30.61387,44.85336,17.425,6.769,1.11428
9/1/2024,5:00:00 PM,28.92403,47.74712,13.3,6.368,0.98318
9/1/2024,6:00:00 PM,24.53043,51.63874,12.825,6.509,0.78655
9/1/2024,7:00:00 PM,25.20601,51.83831,14.65,7.382,0.721
9/1/2024,8:00:00 PM,25.04782,51.8882,15.05,8.019,0.91764
9/1/2024,9:00:00 PM,23.5276,51.8882,16,7.288,0.85209
9/1/2024,10:00:00 PM,22.8503,52.18756,12.975,6.486,0.85209
9/1/2024,11:00:00 PM,20.07743,51.93809,12.425,6.038,0.98318
10/1/2024,12:00:00 AM,18.95836,50.95687,11.25,5.542,0.26213
10/1/2024,1:00:00 AM,15.19417,52.22082,12.05,5.165,0.08738
10/1/2024,2:00:00 AM,15.36951,48.99444,10.35,4.693,0.26213
10/1/2024,3:00:00 AM,14.37553,48.5454,9.65,4.693,0.32766
10/1/2024,4:00:00 AM,18.92506,45.45207,10.425,4.906,0.1966
10/1/2024,5:00:00 AM,23.27654,45.85121,13.075,5.118,0.52426
10/1/2024,6:00:00 AM,31.39028,40.01379,12.425,5.142,0.65532
10/1/2024,7:00:00 AM,39.69689,33.02884,12.325,5.283,0.78639
10/1/2024,8:00:00 AM,50.84475,26.89206,16.8,5.967,0.78639
10/1/2024,9:00:00 AM,no data,30.38453,20.5,6.745,no data
10/1/2024,10:00:00 AM,no data,46.5497,15.175,5.425,no data
10/1/2024,11:00:00 AM,25.24136,46.10067,18.375,7.594,no data
10/1/2024,12:00:00 PM,25.03494,50.34153,16.35,5.92,3.14556
10/1/2024,1:00:00 PM,27.97096,48.24605,14.175,5.825,2.35917
10/1/2024,2:00:00 PM,29.07318,49.2439,12.7,4.953,1.76938
10/1/2024,3:00:00 PM,31.58598,49.74282,38.45,7.217,2.68683
10/1/2024,4:00:00 PM,37.38585,41.9097,14.35,5.472,1.31065
10/1/2024,5:00:00 PM,40.40935,40.6125,14.925,6.368,1.31065
10/1/2024,6:00:00 PM,41.54394,37.41938,14.6,6.816,1.17959
10/1/2024,7:00:00 PM,32.17034,44.20476,13.875,6.863,0.91745
10/1/2024,8:00:00 PM,28.8137,45.20261,13.525,7.099,0.58979
10/1/2024,9:00:00 PM,26.25442,45.20261,14.225,7.264,0.45873
10/1/2024,10:00:00 PM,31.48816,37.46927,14.55,7.877,0.58979
10/1/2024,11:00:00 PM,32.72725,31.13292,14.55,8.231,0.32766
11/1/2024,12:00:00 AM,36.74768,26.60933,15.625,9.387,0.87414
11/1/2024,1:00:00 AM,32.97348,26.14367,14.9,9.08,0.87414
11/1/2024,2:00:00 AM,27.96843,28.48862,13.8,8.679,0.52449
11/1/2024,3:00:00 AM,27.55503,26.09378,15.7,11.109,0.52449
11/1/2024,4:00:00 AM,30.6389,22.40173,14.85,10.094,0.52449
11/1/2024,5:00:00 AM,29.49371,24.19786,14.225,9.764,0.39336
11/1/2024,6:00:00 AM,32.33411,24.29765,14.125,9.175,0.72117
11/1/2024,7:00:00 AM,43.22267,17.86152,13.75,7.453,0.39336
11/1/2024,8:00:00 AM,53.92138,9.67915,15,7.665,0.85229
11/1/2024,9:00:00 AM,51.19258,11.67485,15.325,8.538,1.44233
11/1/2024,10:00:00 AM,44.95768,20.35614,14.75,8.726,1.63901
11/1/2024,11:00:00 AM,36.62855,32.13077,12.75,6.533,0.78672
11/1/2024,12:00:00 PM,32.9981,39.16561,12.35,5.731,0.6556
11/1/2024,1:00:00 PM,30.42295,41.56045,10.775,5.825,0.59004
11/1/2024,2:00:00 PM,34.857,37.66884,10.625,5.094,0.45892
11/1/2024,3:00:00 PM,44.42699,29.08733,15.825,6.745,0.45892
11/1/2024,4:00:00 PM,52.24372,21.00474,13.975,6.981,0.78672
11/1/2024,5:00:00 PM,51.91904,17.81162,15.55,10.236,0.45892
11/1/2024,6:00:00 PM,44.21512,24.04819,16.5,11.439,0.45892
11/1/2024,7:00:00 PM,36.29791,33.67744,16.725,10.495,0.39336
11/1/2024,8:00:00 PM,32.43689,34.97464,11.85,7.948,0.13112
11/1/2024,9:00:00 PM,31.0741,37.21981,9.05,6.368,0.45892
11/1/2024,10:00:00 PM,30.54587,35.07443,8,6.203,0.19668
11/1/2024,11:00:00 PM,28.60919,37.02024,8.4,5.967,0.13112
12/1/2024,12:00:00 AM,24.54297,44.57063,9.65,5.495,0.08745
12/1/2024,1:00:00 AM,20.21564,47.56418,12.25,6.321,0
12/1/2024,2:00:00 AM,17.87821,50.79057,14.525,7.594,0.19677
12/1/2024,3:00:00 AM,13.96037,56.87745,15.85,8.467,0.13118
12/1/2024,4:00:00 AM,13.5407,57.82541,17.15,8.632,0.06559
12/1/2024,5:00:00 AM,17.92989,53.08562,16.375,8.396,0.06559
12/1/2024,6:00:00 AM,19.97829,53.08562,14.85,7.665,0.06559
12/1/2024,7:00:00 AM,28.71583,45.45207,13.225,6.816,0
12/1/2024,8:00:00 AM,32.4264,40.06368,14,6.368,0.26235
12/1/2024,9:00:00 AM,35.33154,39.11572,12.625,5.59,0.52471
12/1/2024,10:00:00 AM,31.51535,42.5583,11.55,5.542,0.32794
12/1/2024,11:00:00 AM,32.86518,41.16131,9.15,4.198,0.45912
12/1/2024,12:00:00 PM,29.56601,42.25895,9.95,4.34,0.39353
12/1/2024,1:00:00 PM,30.50928,41.16131,9.075,4.741,0.65589
12/1/2024,2:00:00 PM,34.01144,37.07013,9.675,5.071,0.52471
12/1/2024,3:00:00 PM,32.26795,37.81852,9.675,4.481,0.45912
12/1/2024,4:00:00 PM,33.36824,35.9226,9.45,5.425,0.72147
12/1/2024,5:00:00 PM,32.73873,37.66884,9.975,6.722,0.26235
12/1/2024,6:00:00 PM,27.13621,40.26325,9.725,7.17,0.26235
12/1/2024,7:00:00 PM,24.99443,42.80777,9.8,7.854,0.19677
12/1/2024,8:00:00 PM,21.90596,46.64949,9.875,8.302,0.32794
12/1/2024,9:00:00 PM,19.44387,49.94239,9.75,8.42,0.52471
12/1/2024,10:00:00 PM,23.31659,47.09852,10.4,9.057,0.39353
12/1/2024,11:00:00 PM,24.56877,44.35443,14.525,12.429,0.45912
13/1/2024,12:00:00 AM,25.56797,40.37966,18.15,15.613,0.17498
13/1/2024,1:00:00 AM,26.82857,39.44834,16.6,14.41,0.26247
13/1/2024,2:00:00 AM,29.2134,38.01809,16.05,14.363,0.59055
13/1/2024,3:00:00 AM,17.50652,45.55185,14.75,12.925,0.65617
13/1/2024,4:00:00 AM,16.52074,44.75357,16.525,13.585,0.72178
13/1/2024,5:00:00 AM,20.86244,40.06368,18.3,15.495,0.85301
13/1/2024,6:00:00 AM,16.94009,40.91185,17.725,15.566,0.65617
13/1/2024,7:00:00 AM,27.31392,29.83572,24.125,19.976,0.85301
13/1/2024,8:00:00 AM,30.76582,30.73378,21.95,18.915,0.98425
13/1/2024,9:00:00 AM,39.04716,32.92905,22.55,19.269,1.11548
13/1/2024,10:00:00 AM,34.82505,35.22411,23.3,17.901,1.31233
13/1/2024,11:00:00 AM,36.56687,36.82067,19.975,15.448,1.37794
13/1/2024,12:00:00 PM,41.48861,35.67314,21.575,15.189,1.37794
13/1/2024,1:00:00 PM,44.90131,35.72303,16.3,13.019,1.64041
13/1/2024,2:00:00 PM,40.75497,39.56475,14.525,11.439,1.31233
13/1/2024,3:00:00 PM,38.65341,39.2654,15.2,11.745,1.37794
13/1/2024,4:00:00 PM,39.52479,37.16991,13.975,10.519,1.37794
13/1/2024,5:00:00 PM,40.41374,33.22841,16.525,12.877,1.57479
13/1/2024,6:00:00 PM,40.05316,31.88131,17.55,13.797,1.50918
13/1/2024,7:00:00 PM,26.23168,40.86196,17.475,14.882,1.50918
13/1/2024,8:00:00 PM,31.08757,33.67744,19.6,17.028,1.70603
13/1/2024,9:00:00 PM,28.05757,35.67314,19.45,16.84,1.64041
13/1/2024,10:00:00 PM,28.94624,34.22626,18.375,16.745,1.96849
13/1/2024,11:00:00 PM,28.11095,33.07873,19.375,17.429,1.83726
14/1/2024,12:00:00 AM,24.31186,36.92045,17.1,15.212,0.26258
14/1/2024,1:00:00 AM,21.73633,38.71658,19.5,17.288,0.08753
14/1/2024,2:00:00 AM,22.46681,35.77292,20.375,17.995,0.26258
14/1/2024,3:00:00 AM,24.08644,32.08088,19.225,16.793,0.26258
14/1/2024,4:00:00 AM,21.78772,31.58195,18,15.826,0.45951
14/1/2024,5:00:00 AM,24.50659,26.39313,19.75,17.146,0.52516
14/1/2024,6:00:00 AM,28.63474,20.20646,20.775,18.326,0.52516
14/1/2024,7:00:00 AM,32.19871,17.76173,19.525,17.123,0.45951
14/1/2024,8:00:00 AM,35.33266,15.21721,18.5,15.66,0.52516
14/1/2024,9:00:00 AM,47.50468,18.36044,16.325,13.019,0.72209
14/1/2024,10:00:00 AM,47.26632,19.00904,17.675,13.703,1.24724
14/1/2024,11:00:00 AM,53.88889,29.43658,15.35,11.297,1.37853
14/1/2024,12:00:00 PM,57.81616,26.6426,15.8,11.745,1.50982
14/1/2024,1:00:00 PM,30.44462,49.14411,9.525,4.811,1.24724
14/1/2024,2:00:00 PM,29.08533,51.93809,7.675,4.127,1.11596
14/1/2024,3:00:00 PM,27.49708,51.68863,7.025,3.491,1.1816
14/1/2024,4:00:00 PM,34.6595,45.9011,7.65,4.552,0.91902
14/1/2024,5:00:00 PM,40.63314,44.65379,6,4.222,1.1816
14/1/2024,6:00:00 PM,37.4292,40.31314,5.875,4.575,0.91902
14/1/2024,7:00:00 PM,29.74581,44.85336,6.825,4.717,0.85338
14/1/2024,8:00:00 PM,29.6933,43.65594,9.45,5.873,1.11596
14/1/2024,9:00:00 PM,23.41947,45.55185,9.125,5.825,1.11596
14/1/2024,10:00:00 PM,21.90178,42.80777,8.6,6.816,1.24724
14/1/2024,11:00:00 PM,23.41778,41.11142,8.6,5.613,1.24724
15/1/2024,12:00:00 AM,21.04225,43.50626,7.65,4.316,0.61294
15/1/2024,1:00:00 AM,21.45675,43.0406,6.2,4.269,0.43782
15/1/2024,2:00:00 AM,31.92705,38.91615,6.175,4.646,0.32836
15/1/2024,3:00:00 AM,34.01469,35.02454,6.225,4.552,0.26269
15/1/2024,4:00:00 AM,30.6201,37.56905,5.275,3.939,0.39403
15/1/2024,5:00:00 AM,31.62373,35.12432,6.6,3.821,0.39403
15/1/2024,6:00:00 AM,29.84753,34.5755,5.5,3.09,0.39403
15/1/2024,7:00:00 AM,37.01859,31.08303,6.9,2.995,0.26269
15/1/2024,8:00:00 AM,47.9751,no data,9.075,3.396,0.78807
15/1/2024,9:00:00 AM,49.09888,no data,10.925,4.104,0.85374
15/1/2024,10:00:00 AM,40.95556,no data,10.725,3.868,0.65672
15/1/2024,11:00:00 AM,32.93139,no data,11.725,4.009,0.72239
15/1/2024,12:00:00 PM,35.28609,no data,11.025,3.774,0.78807
15/1/2024,1:00:00 PM,34.49839,44.6039,12.025,3.915,0.85374
15/1/2024,2:00:00 PM,35.2802,44.20476,10.575,3.514,1.11643
15/1/2024,3:00:00 PM,38.34627,39.76432,9.225,3.443,0.98508
15/1/2024,4:00:00 PM,45.81365,34.47572,10.65,3.962,0.91941
15/1/2024,5:00:00 PM,50.44755,28.48862,13.575,5.755,0.45971
15/1/2024,6:00:00 PM,57.86185,21.05464,16.075,6.792,0.52538
15/1/2024,7:00:00 PM,71.74173,17.46238,16.825,7.901,0.91941
15/1/2024,8:00:00 PM,94.42858,10.37764,17.675,9.198,1.44479
15/1/2024,9:00:00 PM,82.91445,12.52302,21.075,10.472,0.98508
15/1/2024,10:00:00 PM,78.77738,13.47098,19.9,11.038,0.98508
15/1/2024,11:00:00 PM,81.66365,10.12818,19.05,11.675,1.1821
16/1/2024,12:00:00 AM,86.08155,12.10725,17.45,10.519,0.7008
